1999-01-01;3.16285714285714
1999-02-01;3.12635
1999-03-01;3.05478260869565
1999-04-01;2.69472727272727
1999-05-01;2.56609523809524
1999-06-01;2.60545454545455
1999-07-01;2.6345
1999-08-01;2.6135
1999-09-01;2.58354545454545
1999-10-01;2.76285714285714
1999-11-01;3.06072727272727
1999-12-01;3.50936363636364
2000-01-01;3.1502380952381
2000-02-01;3.35914285714286
2000-03-01;3.58921739130435
2000-04-01;3.79094444444444
2000-05-01;4.16318181818182
2000-06-01;4.37022727272727
2000-07-01;4.40766666666667
2000-08-01;4.57434782608696
2000-09-01;4.69771428571429
2000-10-01;4.85395454545455
2000-11-01;4.92490909090909
2000-12-01;4.94826315789474
2001-01-01;4.80704347826087
2001-02-01;4.7996
2001-03-01;4.77609090909091
2001-04-01;4.77989473684211
2001-05-01;4.67026086956522
2001-06-01;4.53
2001-07-01;4.52468181818182
2001-08-01;4.46465217391304
2001-09-01;4.0508
2001-10-01;3.71891304347826
2001-11-01;3.42668181818182
2001-12-01;3.41822222222222
2002-01-01;3.34804545454545
2002-02-01;3.3363
2002-03-01;3.3456
2002-04-01;3.33566666666667
2002-05-01;3.37404545454545
2002-06-01;3.3835
2002-07-01;3.36121739130435
2002-08-01;3.33281818181818
2002-09-01;3.31742857142857
2002-10-01;3.30595652173913
2002-11-01;3.2312380952381
2002-12-01;2.97985
2003-01-01;2.85477272727273
2003-02-01;2.77475
2003-03-01;2.60095238095238
2003-04-01;2.57625
2003-05-01;2.52038095238095
2003-06-01;2.177
2003-07-01;2.13060869565217
2003-08-01;2.12233333333333
2003-09-01;2.12590909090909
2003-10-01;2.10013043478261
2003-11-01;2.08675
2003-12-01;2.13447368421053
2004-01-01;2.07590476190476
2004-02-01;2.06055
2004-03-01;2.04282608695652
2004-04-01;2.0523
2004-05-01;2.06095238095238
2004-06-01;2.07618181818182
2004-07-01;2.07554545454545
2004-08-01;2.07695454545455
2004-09-01;2.07781818181818
2004-10-01;2.08619047619048
2004-11-01;2.11009090909091
2004-12-01;2.167
2005-01-01;2.11047619047619
2005-02-01;2.1039
2005-03-01;2.103
2005-04-01;2.10466666666667
2005-05-01;2.10413636363636
2005-06-01;2.10390909090909
2005-07-01;2.10638095238095
2005-08-01;2.11260869565217
2005-09-01;2.11518181818182
2005-10-01;2.12090476190476
2005-11-01;2.22254545454545
2005-12-01;2.41119047619048
2006-01-01;2.38845454545455
2006-02-01;2.45865
2006-03-01;2.63326086956522
2006-04-01;2.64894444444444
2006-05-01;2.69259090909091
2006-06-01;2.86909090909091
2006-07-01;2.93890476190476
2006-08-01;3.09413043478261
2006-09-01;3.1572380952381
2006-10-01;3.35013636363636
2006-11-01;3.42140909090909
2006-12-01;3.64
2007-01-01;3.61590909090909
2007-02-01;3.6511
2007-03-01;3.84390909090909
2007-04-01;3.859
2007-05-01;3.91936363636364
2007-06-01;4.0982380952381
2007-07-01;4.105
2007-08-01;4.30808695652174
2007-09-01;4.4339
2007-10-01;4.23552173913043
2007-11-01;4.21595454545455
2007-12-01;4.71136842105263
2008-01-01;4.19731818181818
2008-02-01;4.18209523809524
2008-03-01;4.30463157894737
2008-04-01;4.36909090909091
2008-05-01;4.38738095238095
2008-06-01;4.47238095238095
2008-07-01;4.4715652173913
2008-08-01;4.48747619047619
2008-09-01;4.65990909090909
2008-10-01;4.83126086956522
2008-11-01;3.84325
2008-12-01;2.99285714285714
2009-01-01;2.14180952380952
2009-02-01;1.62825
2009-03-01;1.26909090909091
2009-04-01;1.01205
2009-05-01;0.8844
2009-06-01;0.913409090909091
2009-07-01;0.609739130434783
2009-08-01;0.507952380952381
2009-09-01;0.455136363636364
2009-10-01;0.429727272727273
2009-11-01;0.435238095238095
2009-12-01;0.477954545454545
2010-01-01;0.437
2010-02-01;0.42145
2010-03-01;0.406173913043478
2010-04-01;0.40465
2010-05-01;0.423
2010-06-01;0.446363636363636
2010-07-01;0.583318181818182
2010-08-01;0.639954545454545
2010-09-01;0.618136363636364
2010-10-01;0.784238095238095
2010-11-01;0.833863636363636
2010-12-01;0.810608695652174
2011-01-01;0.792809523809524
2011-02-01;0.89365
2011-03-01;0.903130434782609
2011-04-01;1.12710526315789
2011-05-01;1.24336363636364
2011-06-01;1.279
2011-07-01;1.42180952380952
2011-08-01;1.3734347826087
2011-09-01;1.34718181818182
2011-10-01;1.36347619047619
2011-11-01;1.22659090909091
2011-12-01;1.14295238095238
2012-01-01;0.836181818181818
2012-02-01;0.626
2012-03-01;0.467409090909091
2012-04-01;0.408842105263158
2012-05-01;0.393818181818182
2012-06-01;0.379952380952381
2012-07-01;0.219409090909091
2012-08-01;0.131565217391304
2012-09-01;0.11875
2012-10-01;0.111217391304348
2012-11-01;0.1085
2012-12-01;0.110578947368421
2013-01-01;0.112545454545455
2013-02-01;0.12025
2013-03-01;0.11795
2013-04-01;0.117904761904762
2013-05-01;0.112318181818182
2013-06-01;0.12055
2013-07-01;0.125
2013-08-01;0.127818181818182
2013-09-01;0.128142857142857
2013-10-01;0.128260869565217
2013-11-01;0.132047619047619
2013-12-01;0.21435
2014-01-01;0.224181818181818
2014-02-01;0.2239
2014-03-01;0.231809523809524
2014-04-01;0.25255
2014-05-01;0.259238095238095
2014-06-01;0.152904761904762
2014-07-01;0.0958260869565217
2014-08-01;0.0854761904761905
2014-09-01;0.0176818181818182
2014-10-01;0.00791304347826087
2014-11-01;0.00975
2014-12-01;0.023047619047619
2015-01-01;0.00514285714285714
2015-02-01;4e-04
2015-03-01;-0.0103181818181818
2015-04-01;-0.02895
2015-05-01;-0.0496
2015-06-01;-0.0633636363636364
2015-07-01;-0.071304347826087
2015-08-01;-0.0878571428571429
2015-09-01;-0.105181818181818
2015-10-01;-0.115636363636364
2015-11-01;-0.140333333333333
2015-12-01;-0.1895
